PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2017,"Karimi, Keihaneh; Biria, Reza",Exploring Emotive Verbs in Persian and English Short Stories: A Contrastive Sociopragmatic Approach,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,46,2,10.1007/s10936-016-9443-1,0,0
2017,"Sarakaeva, E. A.",WINE ON THE ISLAND OF TYPHOONS: CULTURE OF WINE AND WINE DRINKING IN A SOUTHERN CHINESE FRONTIER,ZHURNAL FRONTIRNYKH ISSLEDOVANII-JOURNAL OF FRONTIER STUDIES,2,1,NA,0,0
2017,"Mello, Marcelo de Albuquerque e; Rodrigues, André de Souza","Development Accounting, the Elasticity of Substitution, and Non-neutral Technological Change",Revista Brasileira de Economia,71,1,10.5935/0034-7140.20170005,0,0
2017,"Alcantara-Pilar, Juan Miguel; Del Barrio-Garcia, Salvador",The consequences to browse in spanish vs. english when developing loyalty towards a tourist destination on internet,CUADERNOS DE GESTION,17,1,10.5295/cdg.150528ja,0,0
2017,"An, KyoungHee; Baek, Seon-Gi","School Uniform Advertising, Sexuality, and Cross-Cultural Implication",The Journal of the Korea Contents Association,17,3,10.5392/JKCA.2017.17.03.609,0,0
2017,"Antipina, Elena S.; Sapozhnikova, Olga V.",ON THE PROBLEM OF FORMING A PROFESSIONAL CULTURE OF FOREIGN STUDENTS STUDYING JOURNALISM,THEORETICAL AND PRACTICAL ISSUES OF JOURNALISM,6,2,10.17150/2308-6203.2017.6(2).179-188,0,0
2017,"Baik, Miyoun",The Construction of Paradigm of Solidarity and Cooperation in Northeast Asia: Focusing on Transnational Justice Paradigm,Dongbuga Yeoksa Nonchong,56,NA,NA,0,0
2017,"Banshchikova, T. N.; Fomina, E. A.; Morosanova, V. I.",Cross-Cultural Approach to the Study of Self-Regulatory Personality Predictors of Aggression,PSIKHOLOGICHESKAYA NAUKA I OBRAZOVANIE-PSYCHOLOGICAL SCIENCE AND EDUCATION,22,6,10.17759/pse.2017220608,0,0
2017,"Berg, Brett; Atler, Karen; Fisher, Anne G.",Is it possible to develop a cross-country test of social interaction?,SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,24,6,10.1080/11038128.2016.1250813,0,0
2017,"Brown, Mark; Minsky, Barbara; Voss, Richard; Ozgen, Eren",Global perspectives on top management team pay structures,EVIDENCE-BASED HRM-A GLOBAL FORUM FOR EMPIRICAL SCHOLARSHIP,5,2,10.1108/EBHRM-09-2015-0038,0,0
2017,"Chimenz, Luisa","Sacred design. Immaterial values, material culture",DESIGN JOURNAL,20,NA,10.1080/14606925.2017.1352847,0,0
2017,"Cho, Jaehee; Kang, Yona",Cross-Cultural Comparisons of Effects of Person-Organization Fit Regarding Time Orientations on Anticipated Job Satisfaction and Job Stress among Millennials,Journal of Public Relations,21,2,10.15814/jpr.2017.21.2.39,0,0
2017,"Gemie, Sharif",Cross-Cultural Communication and The Hippy Trail 1957-78,INTERVENTIONS-INTERNATIONAL JOURNAL OF POSTCOLONIAL STUDIES,19,5,10.1080/1369801X.2017.1336464,0,0
2017,"Hee, Jung Kyung; 강현민; 방현희",Exploring Implication through Reconceptualization of ‘Multicultural Mentoring’,"Asia-pacific Journal of Multimedia Services Convergent with Art, Humanities, and Sociology",7,7,10.14257/ajmahs.2017.07.43,0,0
2017,"Jung, Jinsung; Park, Jaekyu; Choe, Jaeho; SEUNG, JUNG， EUI",A Cross-cultural Study on the Affection of Color with Variation of Tone and Chroma for Automotive Visual Display,Journal of the ergonomics society of Korea,36,2,10.5143/JESK.2017.36.2.123,0,0
2017,"KOSENKO, Elena",ON THE ROLE OF THE MOROCCAN DIALECT IN THE MODERN INTERCULTURAL SOCIETY,Vostok. Afro-Aziatskie obshchestva: istoriya i sovremennost',NA,2,NA,0,0
2017,"Lamorey, Suzanne",Home Visiting in Two Cultures,JOURNAL OF RESEARCH IN CHILDHOOD EDUCATION,31,1,10.1080/02568543.2016.1243176,0,0
2017,"Law, Philip",A cross-cultural study of guanxi and auditor independence in two economies: evidence from China and the United States,APPLIED ECONOMICS,49,6,10.1080/00036846.2016.1203059,0,0
2017,"Lee, Jehong",An Empirical Study on the Between Cross-Culture Exchange and Communication(Negotiation) of Korean Youth,International Commerce and Information Review,19,3,NA,0,0
2017,"Lifintsev, D. S.; Canavilhas, J.",CROSS-CULTURAL MANAGEMENT: OBSTACLES FOR EFFECTIVE COOPERATION IN MULTICULTURAL ENVIRONMENT,SCIENTIFIC BULLETIN OF POLISSIA,NA,2,10.25140/2410-9576-2017-2-2(10)-195-202,0,0
2017,"Lozano, Teófilo; Wiesner, Carolina; Mesa, Rubén; Robyn, Marie-Emanuel; Suárez, Martha; Salguero, Edgar",Validación de la escala abreviada de síntomas en pacientes con neoplasias mieloproliferativas (MPN-SAF-TSS): evaluación en pacientes colombianos,Revista Ciencias de la Salud,15,3,10.12804/revistas.urosario.edu.co/revsalud/a.6116,0,0
2017,"Mala, Lenka; Sulova, Lenka",The importance of family in acculturation proces,CESKOSLOVENSKA PSYCHOLOGIE,61,2,NA,0,0
2017,"Maria Ruiz Jimenez, Antonia; Ferri Fuentevilla, Elena; Navarro Ardoy, Luis",Country-level Variables and Imagined National Communities within EU-15 Countries,POLITICA Y SOCIEDAD,54,1,10.5209/POSO.50089,0,0
2017,"McCall, Mary E.; Boerjesson, Ulrika",Integration or specialization? Similarities and differences between Sweden and the United States in gerontology education and training,GERONTOLOGY & GERIATRICS EDUCATION,38,1,10.1080/02701960.2016.1232592,0,0
2017,"Nakazato, Naoki; Nakashima, Ken'ichiro; Morinaga, Yasuko",The Importance of Freedom in the East and the West Over Time: A Meta-analytic Study of Predictors of Well-Being,SOCIAL INDICATORS RESEARCH,130,1,10.1007/s11205-015-1180-6,0,0
2017,"Park，Heung-soo; Hui-Juan, Yan，",The Comparative of Kinship Terms “哥(오빠/형)” between Chinese and Korean and The Research of the Cross Cultural,The Journal of Chinese Cultural Studies,36,NA,10.18212/cccs.2017..36.004,0,0
2017,"Park, Yang-Kyu; Baik, Yujin; Oh, Se Hyung; Choi, Hang-Sok",The Relationship between Ethical Dissonance and Trust : Experiment Study,Korean Management Consulting Review,17,2,NA,0,0
2017,"Park, Young Hwan",Electoral Integrity and Democratic Representation: Political Linkage between Party and Voter,THE JOURNAL OF POLITICAL SCIENCE & COMMUNICATION,20,3,10.15617/psc.2017.10.31.3.57,0,0
2017,"PASTUKHOVA, Inna; SAPHONOV, Leonid","The performance of Para Nordic skiing athletes with physical impairments in the ""standing"" category",Sports Medicine: Research and Practice,7,3,10.17238/ISSN2223-2524.2017.3.57,0,0
2017,"Raifovna, Fachrutdinova Liliya; Nailevich, Sabirov Timur",CROSS-CULTURAL STUDIES OF LEARNING ACTIVITES EXPERIENCE RUSSIAN AND CHINESE TEENAGERS,QUID-INVESTIGACION CIENCIA Y TECNOLOGIA,NA,1,NA,0,0
2017,"Rasinkin, S.M.; Petrova, Viktoriya V.; Bogomolova, M.M.; Gorbaneva, E.P.; Kamchatnikov, A.G.; Sapov, D.A.",INVESTIGATION OF THE THERMAL STATE OF ATHLETES IN NATURAL HOT CLIMATE,Gigiena i sanitariya,96,9,10.18821/0016-9900-2017-96-9-896-899,0,0
2017,"Revasevych, Iryna",REFLEXIVE JUSTIFICATION OF SUBJECT FIELD OF PSYCHOCULTURE,SCIENCE AND EDUCATION,NA,1,10.24195/2414-4665-2017-1-5,0,0
2017,"Sang-Youn, Lee，; Sahaym, Arvin; Cullen, John; Juasrikul, Sakdipon",Family Involvement and The Entry Mode into Entrepreneurship: The Contingent Role of National Culture,Journal of Entrepreneurship and Venture Studies,20,2,NA,0,0
2017,"Sashenkov, S.L.; Zhurilo, O.V.; Melnikov, I. Yu.; Kolupaev, V.A.; Komarova, I.A.",SPECIFICITY OF PERIPHERAL BLOOD PARAMETERS DEPENDING ON THE LEVEL OF SPORTS QUALIFICATION OF SPORTSMEN,Russian Journal of Immunology,11,3,NA,0,0
2017,"Sun-young, Park; In-sun, Park",The Relationship between Social Capital and Citizen Satisfaction with POLICE: A Comparison between South Korean and American Citizens,Regulations,2,1,NA,0,0
2017,"Tam, Maureen",Towards a cross-cultural understanding of ageing and learning by senior adults in Hong Kong and Australia,INTERNATIONAL JOURNAL OF LIFELONG EDUCATION,36,5,10.1080/02601370.2017.1328712,0,0
2017,"Tamam, Abas Mansur",NEED FOR A MORAL VALUE BASED CURRICULUM IN EDUCATION,IIOAB JOURNAL,8,NA,NA,0,0
2017,"Tuleja, Elizabeth A.",Constructing Image-Based Culture Definitions Using Metaphors: Impact of a Cross-Cultural Immersive Experience,JOURNAL OF TEACHING IN INTERNATIONAL BUSINESS,28,1,10.1080/08975930.2017.1316226,0,0
2017,"ZHAO, BAOLU",The Cultural Default and Its Compensation Strategies in Mo Yan's Novels of Life and Death are Wearing Me Out in Korean Version,Korea Journal of Chinese Language and Literature,68,NA,NA,0,0
2017,강병권,Influence of East African Culture and Worldview on Christian Leadership Development,Korea Reformed Journal,44,NA,NA,0,0
2017,김태연,A Study on Sociopragmatic Failure of North Korean Defectors Seen From A Cross-Cultural Point of View,The language and Culture,13,3,10.18842/klaces.2017.13.3.2,0,0
2016,"Ballesteros-Lintao, Rachelle; Arriero, Maria Regina P.; Claustro, Judith Ma Angelica S.; Dichoso, Kristina Isabelle U.; Leynes, Selenne Anne S.; Aranda, Maria Rosario R.; Reintegrado-Celino, Jean",Deontic meanings in Philippine contracts,INTERNATIONAL JOURNAL OF LEGAL DISCOURSE,1,2,10.1515/ijld-2016-0017,0,0
2016,"Biria, Reza; Bahadoran-Baghbaderani, Ali",Cross-Cultural Analysis of Prototypicality Norms Used by Male and Female Persian and American Speakers,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,45,6,10.1007/s10936-015-9407-x,0,0
2016,"Pun, Raymond","The Value of Intellectual Freedom in Twenty-First-Century China: Changes, Challenges, and Progress",LIBRARY TRENDS,64,3,10.1353/lib.2016.0000,0,0
2016,"Florenthal, Bela; Chao, Mike Chen-Ho",A Cross-Cultural Comparison of a Global Brand's Strategies on Micro-Blogging Sites: Sina Weibo vs. Twitter,INTERNATIONAL JOURNAL OF ONLINE MARKETING,6,4,10.4018/IJOM.2016100104,0,0
2016,"Wo, Su Woan; Lai, Pauline Siew Mei; Ong, Lai Choo; Low, Wah Yun; Lim, Kheng Seang; Tay, Chee Geap; Wong, Chee Piau; Sivanesom, Ranjini",Validity and reliability of the Chinese parent proxy and child self-report health related quality of life measure for children with epilepsy (CHEQOL-25) in Malaysia,NEUROLOGY ASIA,21,3,NA,0,0
2016,"Ahmed, Mansoora; Aimin, Wang; Ullah, Asad",Effects of Culture on Service Encounters & Customers' Satisfaction,RISUS-JOURNAL ON INNOVATION AND SUSTAINABILITY,7,2,NA,0,0
2016,"Gaidry, E. N. S. Alicia D.; Hoehner, Paul J.","Pilot Study: The Role of Predeployment Ethics Training, Professional Ethics, and Religious Values on Naval Physicians' Ethical Decision Making",MILITARY MEDICINE,181,8,10.7205/MILMED-D-15-00104,0,0
2016,"Cruz, Gabriel","Discursos reflexivos de estudiantes indígenas en universidades públicas de cuño tradicional de Oaxaca, México",Calidad en la educación,0,44,NA,0,0
2016,"Shkalim, Eleanor; Ben-Porath, Yossef S.; Almagor, Moshe",Mapping the MMPI-2/MMPI-2-RF Restructured Clinical Scales Onto Mood Markers in an Israeli Sample,JOURNAL OF PERSONALITY ASSESSMENT,98,4,10.1080/00223891.2016.1146291,0,0
2016,"Soeldner, Tobias; Nadja, Lorenz",Cross-cultural contact as a predictor for perceived national differences in personality traits and values.,INTERNATIONAL JOURNAL OF PSYCHOLOGY,51,NA,NA,0,0
2016,"Sasaki, Innan",The Routledge Companion to Cross-Cultural Management,JOURNAL OF INTERNATIONAL MANAGEMENT,22,2,10.1016/j.intman.2016.01.002,0,0
2016,"Soler-Konig, Gabriela F.; Saenz, Victoria P.; Caruso, Diego; Reyes-Toso, Maria L.; Elizondo, Cristina M.; Lesende, Inaki M.","Cross-cultural validation and telephonic reliability of modified ""VIDA"" questionnaire",MEDICINA-BUENOS AIRES,76,3,NA,0,0
2016,"Polat, Abdulillah",[Transcultural nursing: how different cultural concepts can influence your nursing practice].,Pflege Zeitschrift,69,5,NA,0,0
2016,"Duvallet, Alain; Duvallet, Emilie; Lhuissier, Francois; Beaudry, Michele",Do mutations H63D and C282Y of the gene HFE influence the kinetics of iron metabolism in elite cyclist?,FASEB JOURNAL,30,NA,NA,0,0
2016,"Ledet, Richard",Studying the quality of democracy: Two cross-national measures of democratic citizenship,EDUCATION CITIZENSHIP AND SOCIAL JUSTICE,11,1,10.1177/1746197915626077,0,0
2016,"Hein, Sascha; Reich, Jodi; Marks, Sarah; Thuma, Philip E.; Grigorenko, Elena L.",Getting something out of nothing: Analyzing patterns of null responses to improve data collection methods in sub-Saharan Africa,LEARNING AND INDIVIDUAL DIFFERENCES,46,NA,10.1016/j.lindif.2014.11.024,0,0
2016,"Aleksandrova, Nataliya","CROSS-CULTURAL COMPETENCE OF SPECIALISTS ENGAGED IN INTERNATINAL BUSINESS, ECONOMIC RELATIONSHIPS AND MANAGEMENT: CONTENT AND STRUCTURE (WITH A VIEW TO BUSINESS CHALLENGES)",FUTURE HUMAN IMAGE-AN INTERNATIONAL JOURNAL FOR PHILOSOPHY PSYCHOLOGY AND EDUCATION,NA,6,NA,0,0
2016,"Andryukhina, Tatyana V.",Ross-Cultural Aspects of Metaphorical Framing in Political Discourse,MGIMO Review of International Relations,NA,1,NA,0,0
2016,"Arpentieva, Mariam",MULTICULTURAL PSYCHOLOGICAL COUNSELLING: PECULIARITIES OF MUTUAL UNDERSTANDING,SCIENCE AND EDUCATION,NA,44257,NA,0,0
2016,"Benning, Tony B",Should Psychiatrists Resurrect the Body?,Advances in mind-body medicine,30,1,NA,0,0
2016,"Blagov, Evgeniy Yu.; Gilenko, Evgenii V.; Bashlykova, Angelina S.",CROSS-CULTURAL DIMENSIONS DIFFERENTIAL AS A METHOD FOR ANALYZING IN-GROUP PROCESSES IN CROSS-CULTURAL TEAMS,Vestnik Sankt-Peterburgskogo universiteta. Menedzhment,NA,2,NA,0,0
2016,"Cervantes, I.; Bartolome, E.; Valera, M.; Gutierrez, J. P.; Molina, A.",Crossbreed genetic performance study in the eventing horse competition,ANIMAL PRODUCTION SCIENCE,56,9,10.1071/AN14677,0,0
2016,"Choi,, Seung-Su",The acceptance of other cultures in Goethe : With reference to the interculturality of 『West-ostlicher Divan』,Journal of East-West Humanities,6,NA,NA,0,0
2016,"Chung, Yoon Kyung; Ran, Jeon Gyong; 김종하",The Paradigm Change of Current Education policy in a Field of indie musicians: Focusing on indie musicians’ Education experience and Characteristics of Education System,Korean association of arts management,38,NA,NA,0,0
2016,"Deitz, George D.; 박정은","National Culture and Relational Selling: Antecedents, Outcomes and Boundary Conditions of ASB and Customer-Oriented Selling in Korea",Asia Marketing Journal,18,1,NA,0,0
2016,"Dmitryuk, Natalia V.; Artykbaieva, Fazila I.; Cherkasova, Galina A.",Ethno-mental phenomenon of the core of linguistic consciousness: associative researches in Kazakhstan,Voprosy psikholingvistiki,NA,2,NA,0,0
2016,"Dominguez Lara, Sergio Alexis; Adrian Medrano, Leonardo",Factorial invariance of Cognitive Emotional Regulation Questionnaire (CERQ) in college students from Lima and Cordoba,UNIVERSITAS PSYCHOLOGICA,15,1,10.11144/Javeriana.upsy15-1.ifce,0,0
2016,"Foo, Check Teck",In pursuit of original thinking: a selection of CMS papers,CHINESE MANAGEMENT STUDIES,10,2,10.1108/CMS-03-2016-0046,0,0
2016,"hyesun, Shin; InSul, Kim，","Strategical Development Scheme for Performing Arts Fostering Program: Cross Analysis based on Korea, the US, the UK, & Canada’s Cases",Korean association of arts management,38,NA,NA,0,0
2016,"Jeong,, Hyeok",Empirical Analysis on the Determinants of ODA Volume and Its Application to Korea,NA,25,1,NA,0,0
2016,"Koh, Ae-Ran; 신연욱",Cross-Cultural Comparison on Ethical Fashion Consumption Behavior and Related Factors: Focusing on Consumers in South Korea and Germany,Family and Environment Research,54,3,NA,0,0
2016,"KYUNGWAN, KANG",A Contrastive Study of Social Values Reflected in Word Meaning : In Example of KoreanJapanese Textbooks,THE HALLYM JOURNAL OF JAPANESE STUDIES,28,NA,10.18238/HALLYM.28.8,0,0
2016,"Lee,, Woojin; Ha, Solleep",What’s wrong with trust in government?: Fairness perception and trust in government,Korea Review of Applied Economics,18,3,NA,0,0
2016,"Proniakina, Elizaveta D.",The Future of Common Europe: Crosscultural Conflicts and Migration Policies in the EU,Political expertise: POLITEX,12,1,NA,0,0
2016,"Ryeol, Kim Hyung","Globalization, Cultural Traditions, and Adolescents’ Value Orientations",Asian Journal of Education,17,NA,NA,0,0
2016,"Saarti, Stephanie; Jabbour, Hicham; Osta, Nada El; Hajj, Aline; Khabbaz, Lydia Rabbaa",Cross-cultural adaptation and psychometric properties of an Arabic language version of the Brief Illness Perception Questionnaire in Lebanon.,The Libyan journal of medicine,11,1,10.3402/ljm.v11.31976,0,0
2016,"Saarti, Stephanie; Jabbour, Hicham; El Osta, Nada; Hajj, Aline; Khabbaz, Lydia Rabbaa",Cross-cultural adaptation and psychometric properties of an Arabic language version of the Brief Illness Perception Questionnaire in Lebanon.,The Libyan journal of medicine,11,NA,10.3402/ljm.v11.31976,0,0
2016,"Seon,, Ju-won",Significance of multi - cultural picture books as a materials of Education for international understanding and promoting cross - cultural sensitivity,Journal of Education for International Understanding,11,1,NA,0,0
2016,"Shin, Dong-Jin",A cross cultural analysis of Chinese and Hispanic consumer behavior: An ethnical analysis,NA,23,NA,10.15400/mccs.2016.12.23.05,0,0
2016,"Volchenko, Olesya; Shirokanova, Anna",Applying multilevel regression modeling to cross-national data (on the exampleof generalized trust),"Sotsiologiya: metodologiya, metody, matematicheskoe modelirovanie",NA,43,NA,0,0
2016,"Youngsam, Cho",Effectiveness of Group- and Individual-Focused Transformational Leadership: A Comparative Study between Korean and Japanese Employees from Crossvergence Perspective,International Business Journal,27,3,10.14365/ibj.2016.27.3.2,0,0
2016,"Zalutskaya, Svetlana Y.; Nikonova, Nadezhda I.",National-Regional Component Formation of Teachers Intercultural Competence of Literature in the Federal University,Izvestiya Rossiiskogo gosudarstvennogo pedagogicheskogo universiteta im. A.I. Gertsena,NA,179,NA,0,0
2016,"Zhang, Feng-Hua; Jong-Wook, Kwon; 조홍연",Cross-cultural Analysis of Global Corporate Web Sites: The Case of the Automobile Industry,The Journal of International Trade & Commerce,12,3,NA,0,0
2016,NA,THE IMPORTANCE OF A NATIONAL CULTURAL COMPONENT OF LEXICON IN THE COURSE OF CROSS-CULTURAL COMMUNICATION,"Journal of historical, philological and cultural studies",NA,2,NA,0,0
2016,森田由紀子,Practical examples of senryu class in high school of Korea,Journal of Japanese Language Education Association,76,NA,NA,0,0
2016,유은정,Delphi Surveys on the Development of Early Childhood Peace and Cultural Competency Model in Preparation for National Unification,Journal of Patriots and Veterans Affairs in the Republic of Korea,15,4,NA,0,0
2016,안준희,Socialization through Narrative Practices: A Comparative Study of Korean and American Preschool Classroom Discourses,Korean Cultural Anthropology,49,1,NA,0,0
2016,고은실,What is the Criticism of Nam June Paik’s Art for?: A Study of Educational Art Criticism for Understanding Contemporary Art and Cultivating Character Education,Korean Journal of Arts Education,14,3,NA,0,0
2015,"Felício, Cláudia M. de; Folha, Gislaine A.; Ferreira, Claudia Lucia Pimenta; Paskay, Licia Coceani; Sforza, Chiarella",Tradução e adaptação transcultural do protocolo de avaliação miofuncional orofacial com escores para a Língua Italiana,CoDAS,27,6,10.1590/2317-1782/20152015045,0,0
2015,"Horta, Paulo Lemos; Roth, Nadine",Whose Cosmopolitanism Is It Anyway? Musings from the Global Academy,NEW GLOBAL STUDIES,9,3,10.1515/ngs-2015-0034,0,0
2015,"Ruivo, Rodrigo M; Pezarat-Correia, Pedro; Carita, Ana Isabel",Versão Portuguesa do American Shoulder and Elbow Surgeons Standardized Shoulder Assessment Form (ASES),Revista Portuguesa de Ortopedia e Traumatologia,23,4,NA,0,0
2015,"Ayupova, Z. K.; Kussainov, D. U.; Temirton (Sadykova), G.","CULTURAL INTEGRATION: POLITICAL, ECONOMIC AND LEGAL ASPECTS (BASED ON KAZAKHSTAN EXAMPLE)",BULLETIN OF THE NATIONAL ACADEMY OF SCIENCES OF THE REPUBLIC OF KAZAKHSTAN,NA,6,NA,0,0
2015,"Stephens, Rachel G.; Dunn, John C.; Rao, Li-Lin; Li, Shu",Exploring the knowledge behind predictions in everyday cognition: an iterated learning study,MEMORY & COGNITION,43,7,10.3758/s13421-015-0522-6,0,0
2015,"Nalban, Valeriu",A small New Keynesian model to analyze business cycle dynamics in Poland and Romania,CONTEMPORARY ECONOMICS,9,3,10.5709/ce.1897-9254.172,0,0
2015,"Meshcheryakova, Emma I.; Larionova, Anastasia V.; Pokrovskaya, Elena M.",MIGRANTS' SELF-REALIZATION FEATURES IN A POLYCULTURAL CITY,TOMSK STATE UNIVERSITY JOURNAL,NA,398,10.17223/15617793/398/33,0,0
2015,"Shan, Wen-Ting; Chuang, Min-Ta",An Analytic Research on the Communication Strategies of Confucianism in Mainland China within the Context of Globalization: A Case Study of the Confucius Institute,UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE,42,9,NA,0,0
2015,"Shen, Wenwen",Looking through rose-tinted glasses? The value and deficiency of using NPE as an analytical tool in the case of China,ASIA EUROPE JOURNAL,13,3,10.1007/s10308-015-0421-2,0,0
2015,"Sorgo, Andrej; Pipenbaher, Natasa; Sasic, Slavica Simic; Prokop, Pavol; Kubiatko, Milan; Golob, Nika; Erdogan, Mehmet; Tomazic, Iztok; Bilek, Martin; Fancovicova, Jana; Lamanauskas, Vincentas; Usak, Muhammet",Cross National Study on Pre-Service Elementary and Science Teachers' Opinions on Science Teaching,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,11,4,NA,0,0
2015,"Acuña Barrantes, Henry; Nonell Torres, Pedro",LA DIPLOMACIA CULTURAL EN LOS NEGOCIOS INTERNACIONALES: RELIGIONES DEL MUNDO,"Revista de Relaciones Internacionales, Estrategia y Seguridad",10,2,NA,0,0
2015,"Ferreira de Carvalho, Carolina Alves; Lucio, Patricia Silva; Brandao de Avila, Clara Regina",Psychometric equivalence of the Brazilian version of the Test of Pragmatic Language 2 - TOPL-2,CODAS,27,4,10.1590/2317-1782/20152013032,0,0
2015,"Krupitskaya, Olga N.; Kapilevich, Leonid V.; Loson, Elena V.; Neupokoev, Sergey N.; Pavlov, Nikolay Z.",INFLUENCE OF BIOMECHANICAL CHARACTERISTICS OF HITTING ON THE BALANCE FUNCTION QUALITY AND AEROBIC CAPACITY OF BEGINNING ATHLETES,TOMSK STATE UNIVERSITY JOURNAL,NA,396,10.17223/15617793/396/36,0,0
2015,"Peretti, Pascale",From an addictive trip as experience of exile: Towards the construction of a substitute report?,EVOLUTION PSYCHIATRIQUE,80,3,10.1016/j.evopsy.2014.11.004,0,0
2015,"Zhou, Xiaoying",On the Vincent Shen's Strangification,UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE,42,7,NA,0,0
2015,"Bosmans, Kristof; Esposito, Lucio",Should Fines Depend on Income? A Questionnaire Study on Values and Institutions,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,171,2,10.1628/093245615X14273596659080,0,0
2015,"Popper-Giveon, Ariela; Schiff, Elad; Samuels, Noah; Ben-Arye, Eran","Women Supporting Patients, Men Curing Cancer: Gender-Related Variations Among Israeli Arab Practitioners of Traditional Medicine in Their Treatment of Patients with Cancer",JOURNAL OF IMMIGRANT AND MINORITY HEALTH,17,3,10.1007/s10903-014-0019-6,0,0
2015,"Stafford, Nick",Doctor's orders.,"Mental health today (Brighton, England)",NA,NA,NA,0,0
2015,"Srinivasan, M. S.",Integrating Workforce Diversity in Global Business: A Psycho-spiritual Perspective,JOURNAL OF HUMAN VALUES,21,1,10.1177/0971685815569386,0,0
2015,"Brown, Olga A.; Yanitskiy, Mikhail S.",The method of assessment of representation in the mass consciousness of the basic characteristics of cultural types by M. Mead,SIBIRSKIY PSIKHOLOGICHESKIY ZHURNAL-SIBERIAN JOURNAL OF PSYCHOLOGY,NA,55,10.17223/17267080/55/7,0,0
2015,"Bazaz, M Mousavi; Zazoly, A Zabihi; Moonaghi, H Karimi",Medical faculty members' perspectives on the components of cross-cultural competence in the Islamic Republic of Iran: a qualitative study.,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit,20,12,NA,0,0
2015,"Alwi, N.; Harun, D.; Omar, B.; Ahmad, M.; Zagan, M.; Leonard, J. H.",The Internal Reliability of Family Crisis Oriented Personal Evaluation Scale (F-COPES) in Malay version among caregivers of individual with learning disabilities,CLINICA TERAPEUTICA,166,6,10.7417/T.2015.1901,0,0
2015,"Andreou, Christos; Papastavrou, Evridiki; Lemonidou, Chryssoula; Mattheou, Kyriacos; Merkouris, Anastasios",Adaptation and Validation of the Learning Style Inventory Version 3.1 in Greek Language: A Methodological Study,JOURNAL OF NURSING MEASUREMENT,23,2,10.1891/1061-3749.23.2.E88,0,0
2015,"Arutyunova, Ekaterina Mikhailovna",Interethnic Accord in the Context of Some Socio-political Orientations (According to Moscow Region Experience),Vestnik Instituta sotsiologii,NA,3,NA,0,0
2015,"Burnakov, V.A.; Tsydenova, D. Ts.",IMAGE OF THE WOLF IN RELIGIOUS AND MYTHOLOGICAL VIEWS OF KHAKAS (END OF XIX - XX CENTURIES),"Vestnik Novosibirskogo gosudarstvennogo universiteta. Seriya: Istoriya, filologiya",14,3,NA,0,0
2015,"DesAutels, Philip; Berthon, Pierre; Caruana, Albert; Pitt, Leyland F.",The impact of country connectedness and cultural values on the equity of a country's workforce A cross-country investigation,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,22,1,10.1108/CCM-12-2013-0184,0,0
2015,"Fedorov, P. M.",On comparability of cross-cultural studies (the case of attitudes measurement to migrants),SOTSIOLOGICHESKIE ISSLEDOVANIYA,NA,1,NA,0,0
2015,"Feofilaktov, V.V.; Khomyakova, I.A.; Godina, E.Z.","Influence of sport selection on morphological status of cross country skiers, winners in their age groups",Vestnik Moskovskogo universiteta. Seriya 23: Antropologiya,NA,2,NA,0,0
2015,"Huh, Sung","Same Music, Same Genre. Same Stance and Same Purpose? A Cross-Linguistic Genre Analysis of Music Criticism in Korea and Britain",KOREAN LANGUAGE IN AMERICA,19,1,NA,0,0
2015,"Jefferson, Kate Amy",An experimental elective report examining and comparing current levels of dental anxiety and disease in child populations in Peru and the UK.,SAAD digest,31,NA,NA,0,0
2015,"JeonJihyeon; Park, Kyungok",Individual-level Cultural Values and Norms at Workplace - Comparison between Korea and China -,Journal of Human Resource Management Research,22,5,10.14396/jhrmr.2015.22.5.129,0,0
2015,"Kang,, Sun-Goo; Oh, Changho","The cultural value effects on social media eWOM in the hospitality industry -A cross cultural study of comparison among China, Korea, and the USA",Management & Information Systems Review,34,1,NA,0,0
2015,"Kirch, Aksel; Tuisk, Tarmo",Complex Patterns in Construction of Entrepreneurial Identity Among Youth in Estonia,EUROPEAN INTEGRATION STUDIES,NA,9,10.5755/j01.eis.0.9.12808,0,0
2015,"Lim, Jihye; Park, Bong Su",The study on experiential meaning of multicultural mentoring as an intercultural learning,Forum For Youth Culture,43,NA,10.17854/ffyc.2015.07.43.85,0,0
2015,Ly Toan Thang,«Сердце» в русской культуре и языке: кросслингвистический и кросскультурный подходы|The HEART in Russian Culture and Language: from a Cross-linguistic and Cross-cultural Perspective,Voprosy psikholingvistiki,NA,24,NA,0,0
